"","867451","867457","494014","494017","494020","494023","494026","867481","867484","867478","867454","839431","839425","839434","867490","839428","494053","494056","494050","494011","839443","867487","926614","926620","867493","867463","957619","685193","833452","685187","823402","834109","840316","494047","821656","867505","867511","685217","995287","685247","685178","821662","833455","834112","823408","839446","840319","685244","995284","1326109","867508","995281","957616","823396","839440","821650","833449","867499","867469","867475","867472","867496","867502","867460","867466","823390","821644","839437","494038","494044","494041","494029","494035","494032"
"Car8",0,0,0,0,-22.05558006,-29.37547735,0,0,0,0,0,0,0,0,0,0,0,0,0,-42.35995798,0,-69.74473427,0,0,0,0,0,0,-63.87980376,0,-50.20886889,-42.24400135,-44.43141123,-44.03036334,-55.03940822,-70.70235722,-69.2751053,-25.97497052,-22.96854687,-35.71530615,-35.34767978,-58.47816425,-38.860607,-45.07956543,-53.11520688,-41.19226903,-43.55438636,-46.64527204,-38.17230981,-31.72327156,-29.06233289,-48.12319538,-48.07322514,-61.95786865,-55.26938297,-60.69950105,-56.41303367,-26.80131648,-35.14641999,-44.60263512,-45.45578516,-62.45862116,-60.85908687,-42.10951844,-34.63419365,-25.39837349,-38.77922984,-33.37449521,0,-38.07812107,-35.95104905,-20.7192909,-47.77556948,-28.65789353
"Tmem163",0,0,0,13.06206046,12.80750827,10.61929611,20.20871561,0,0,-79.15776142,0,0,0,0,0,0,-16.0728292,-22.5000225,0,-55.23641184,-84.4979974,0,0,0,0,0,-37.28143757,0,-58.81176706,-50.20886889,-59.30142916,-66.82794477,0,-45.21163567,-77.05110029,-46.34220941,-55.93654558,-32.8305876,-17.84299591,-20.23521413,-13.81154424,-67.6571676,-25.08894029,-34.33900843,-41.30251615,-28.47299337,-37.84495678,-57.07371641,-40.49041997,0,-29.78140449,-31.62075333,-26.77806341,-36.92489476,-56.96837116,-39.25571171,-51.00999796,-9.91168687,-54.17118093,-55.86904296,-46.45847077,-41.82455436,-34.67310199,-57.2141296,0,-32.81895098,-32.15847697,-32.94719224,0,-31.06940906,-22.54933795,0,-20.29278429,-13.1454066
"Ecm2",-75.97744989,0,0,15.2126886,12.80750827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-52.66262218,-76.54271849,-32.63409349,0,-30.01957276,0,0,-49.64405215,0,-53.42165714,-37.49278264,-53.9502363,-70.97332822,-60.14820518,-68.60875173,-53.29865368,-57.78543114,-57.60567762,-32.29285747,0,-41.5247903,-27.05964487,-36.69105399,-49.11784353,-49.2479833,-28.94423026,-25.09574025,-37.26643263,-27.96592632,0,0,-45.50045955,-53.54522966,-33.29049956,-42.43725652,-44.97049935,-50.62009618,-30.93465981,-10.63879586,-38.0937869,-41.93821662,-47.19162632,-23.09447488,-16.42030732,-17.42694624,-21.29535378,-27.50940822,-19.85797576,-11.89969037,0,-29.72404199,-19.46995008,0,-28.00822321,-24.02852667
"Ppp1r9a",0,0,-31.71803932,-19.6224638,-27.07532355,-21.13030212,-33.77579626,0,0,0,0,0,0,0,0,0,-31.98076037,-31.76155962,0,-53.11520688,-49.19613515,-66.39665361,0,-53.81320361,-63.74786445,0,-58.96156885,0,-66.97295632,-51.46362551,-57.71339528,-56.65465588,-59.37748643,-44.55970555,-65.78428019,-63.96806714,-64.32274581,-37.70625321,-25.06856252,-34.72511598,-25.25303541,-65.97176408,-46.27273148,-53.32935141,-51.29257284,-56.89835678,-41.86237326,-50.92635031,-46.50513882,-55.65821404,-56.79365728,-36.66199837,-34.30084586,-45.65709694,-50.98243145,-40.31445273,-40.75776843,-13.42927205,-59.91468149,-55.86904296,-46.97658687,-44.83983212,-39.93227486,-42.88900326,0,-30.89337461,-26.96508022,-28.64902651,-31.36389013,-40.77538472,-31.78336459,-27.27456211,-30.37685527,-26.76258377
"Acss1",0,0,0,14.25996486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-46.38864406,-72.58579641,-71.02777186,0,-64.41389794,-67.80580418,0,-54.45733268,0,-68.3050778,-43.3099171,-64.81805572,-50.15447579,-44.70992203,-40.57914557,-55.76809396,-67.85549494,-56.55085052,-19.67249235,-17.29361796,-17.33564938,-19.5150129,-39.48979189,-35.81200132,-35.96475454,-45.88334618,-43.1890818,-26.51760238,-43.08859014,-40.93763561,0,-37.59907356,-35.77049649,-40.2268796,-52.24714992,-39.0405397,-44.66678578,-43.59539981,-34.96087878,-56.27652031,-39.5741818,-41.97588905,-42.05214466,-37.61434762,-39.89786147,-43.75984597,-43.39110135,-42.28258296,-32.94719224,-18.09031408,-24.84681936,-16.52570242,0,-19.5893293,-16.67139023
"Cbr2",0,0,-20.49928048,-18.92906899,0,0,0,0,0,0,0,0,0,0,0,0,-17.25494527,-13.50953368,0,-19.08105633,-80.95592759,-49.99200128,0,-49.40662642,-58.99913861,0,0,0,-75.17666516,-57.07371641,-75.29780281,-57.96563797,-46.36541511,-43.0485243,-81.81297554,-41.73030538,-44.09326608,-40.34958884,-18.91746688,-33.84988254,-16.79830942,-33.33844523,-35.81200132,-37.8911312,-44.21922121,-40.72191817,-32.93547282,0,-49.01384151,-80.56978955,0,-53.05433825,-49.43202602,-42.43725652,-54.17118093,-57.56986103,-54.23464075,-20.7007622,-56.48185803,-29.78140449,-31.17401334,-60.65973528,-58.29408198,-45.12350303,0,-27.21058818,-48.67885585,-30.00318034,-13.97819402,-19.00280862,-17.41056194,0,-26.91022212,-12.92540747
"Plagl1",0,67.11769759,-42.79026778,-31.40644335,-11.88444516,-16.55821039,-27.94076558,0,0,0,0,0,0,0,0,0,-21.26121529,0,0,-12.68304809,0,-64.68221627,0,-32.01024328,-52.01235814,0,0,0,-69.48304614,-51.00999796,-40.45503827,-39.22245407,-38.07812107,-18.71880978,-53.82478955,-46.06554205,-47.26389322,-19.67249235,-17.84299591,-26.33672024,-13.46634491,-33.33844523,-25.08894029,-39.0405397,-32.4852517,-29.36616079,-35.4828866,-26.44187547,-42.379346,-63.36814357,-27.75665188,-34.80318797,-31.69632386,-26.60126303,-31.82706446,-32.34926858,-28.54304863,-48.39943082,-44.11427361,-33.14770618,-51.89575181,-56.41303367,-55.13773406,-41.90026062,-38.53742755,-27.21058818,-30.4668125,-38.52139478,-14.39283812,-19.26351721,-18.79854725,-22.44014092,-13.70937228,-16.28754687
"Ace2",-82.61458643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-25.63721293,0,0,0,-55.1602405,-78.1555295,-49.83057604,-41.54342118,0,-75.97744989,-53.85609651,-48.29844576,0,-44.24034897,-52.75263236,-50.37275841,-41.73030538,-49.61744946,-45.61211458,-35.36117908,-31.35326983,-35.64681139,-36.93962588,-47.43337982,-43.45218956,-43.2694388,-47.87437763,-44.07227854,-45.5228297,-32.57668552,-54.13012883,-34.42838552,-41.21060266,-49.72403162,-55.70099705,-59.14989767,-54.36141644,-57.74939074,-24.55060124,-65.41249117,-37.86043131,-44.38881047,-45.81523631,-44.09326608,-46.8814462,0,-33.89945422,-35.14641999,-35.63309317,-30.4668125,-37.14710253,-37.20681033,0,-28.25593092,-18.16477632
"Fmo5",-65.22816813,0,19.88775352,14.68243364,0,0,0,0,60.22645146,0,0,0,0,0,0,0,-35.19986483,0,0,-40.17451811,0,0,0,-62.9342463,0,-35.24005526,-36.80773846,0,-46.24961844,-39.37224886,-45.34448203,-46.90519522,-35.67402503,-48.91027898,-57.89382273,-50.95437545,-36.61850113,-36.17552364,-22.96854687,-26.63186769,-34.84247716,-51.46362551,-32.12500482,-39.91506075,-38.06246812,-36.58956027,-31.77245836,-26.05537288,-23.60628494,-61.65152094,-25.63721293,-40.38446006,-50.39966938,-44.9923513,-46.06554205,-41.91923003,-39.91506075,-39.22245407,-34.96087878,-35.45571227,-42.35995798,-43.10865104,-41.01016232,-45.01422449,-37.5838119,-40.73983541,-32.78409054,-29.14449257,-27.64890317,-28.65789353,-27.64064944,-15.60724676,-31.00698277,-26.88692435
"Etv5",0,0,51.92485435,57.4983613,70.37991076,66.63557007,68.9151379,0,0,0,0,0,0,0,0,0,0,0,0,-43.249228,-61.66901009,0,0,0,0,-64.27809274,-51.29257284,-49.67068337,-45.23372264,-27.74833371,-22.69292389,-38.58530826,-48.78143964,-39.5741818,-58.70060344,-20.70539127,-20.52654698,-15.92645799,0,-17.04547392,-23.00839346,-40.68613091,-35.44214071,-21.9875902,-37.86043131,-21.32478067,-28.94423026,-37.8294949,-32.16944289,-63.9157335,0,-34.80318797,-16.28181874,-30.51701934,-38.76299529,-39.25571171,-41.11943551,-13.13425308,-61.01951404,-70.16756013,-45.07956543,-22.07661468,-23.36219343,-59.03675628,-61.50515413,-52.57291864,-46.78669012,-47.62811964,-21.90964463,-28.2300865,-20.86854901,-20.4405344,-30.00318034,-31.43843411
"Sgpp2",0,0,41.78680373,0,47.43337982,35.05352674,48.22298307,0,0,0,0,0,0,0,0,0,0,0,0,-63.13928526,0,0,-61.07616197,-57.80213174,0,-55.73452531,0,0,-43.55438636,0,0,-60.58035985,-45.54522185,-49.14391303,-49.17001023,-25.10254389,-31.69632386,-20.19549237,-18.91746688,-9.918057013,-19.10073729,-38.40953786,-37.8294949,0,-44.90507068,-20.98671121,-34.36449735,-37.8294949,-20.87325343,-28.36686297,-23.67256113,-24.88676522,-21.7246788,-31.72890821,-43.0285193,-24.80687845,-42.18626078,0,-62.41651791,-66.30156604,-41.46899778,-29.71450305,-27.3794074,-50.75884473,-56.82851428,-49.56432954,-30.23815571,-38.52139478,0,-32.63409349,-42.65229,0,0,0
"Slc34a2",0,0,24.00372538,25.22551611,55.00671082,57.10891813,38.42547763,0,0,0,0,0,0,0,0,0,0,0,0,-54.20289227,-68.50722751,-33.73887461,-88.94264978,-62.31539066,0,-43.20923641,-48.91027898,0,-61.79247615,-50.62009618,-42.96861572,-58.44125485,-51.26417454,-36.16139554,-79.6330509,-63.26871489,-68.20444966,-27.64064944,-16.73158522,-23.82472625,-17.99545075,-61.95786865,-36.86635945,0,-65.22816813,-46.85772122,-40.38446006,-57.07371641,-37.8911312,0,-38.10946563,-16.41739587,-21.7246788,-36.92489476,-57.1441633,-46.50513882,0,-14.30840333,-86.06740799,-86.95652174,0,-52.01235814,-47.38483117,-67.16638457,0,-25.82297832,-16.73158522,-27.25850329,0,-19.00280862,-25.21864566,0,-15.29304533,0
"Krt23",0,-60.50119187,0,14.25996486,0,0,0,0,0,0,0,0,0,0,0,0,-29.98374881,-28.79139483,0,-72.98524238,0,-85.90770077,0,0,-80.46346958,-65.59785889,0,0,0,-54.36141644,-76.92307692,-70.00840101,-65.55141853,-33.93672836,-78.62006069,-76.29045301,-73.27403022,-35.45571227,-25.06856252,-45.03611897,-26.70868834,-78.48677498,-48.39943082,-58.22077317,-78.88799482,-72.41549112,-53.02395622,-54.29765977,-44.90507068,0,-39.23907584,-41.90026062,-39.28871707,-43.1890818,-49.67068337,-50.92635031,-50.1273234,-37.07273671,-71.63118535,-73.10048393,-52.99360897,-53.9502363,-55.40166205,-74.69152401,0,-57.1787981,-64.81805572,-61.01951404,0,-26.25457486,-20.86854901,0,-15.90184112,-24.81352635
"CN524910",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-66.87621213,0,-76.35336337,0,0,0,-64.90893277,-49.64405215,0,0,-58.88657268,-64.18897233,-66.20675044,-60.38282712,-32.39453958,-82.46878556,-67.50918125,-59.79859832,-20.19549237,-15.70514532,-30.71932368,0,-72.18965667,0,-61.18078923,-66.06503442,-66.68355984,-46.73945558,-37.4624439,-45.23372264,0,-31.78336459,-54.90945431,-53.36008452,-49.80426922,-53.76228468,-64.36746096,-52.39442523,-36.06280698,-51.43503755,-48.55170271,-45.45578516,-53.20677216,-50.34536923,-55.93654558,0,-35.96475454,-46.43517186,-45.74732836,0,-26.76258377,-20.12096726,-13.51544951,-34.27545124,-28.49928467
