Gene,Mean(0.5),Mean(1),Mean(2),Mean(4),Mean(7)
A130014H13Rik,0,0,0,0,24.917172876
A130019P10Rik,0,0,0,-9.930305944,0
A130022J21Rik,0,0,0,-9.527896227,0
A130071D04Rik,0,0,0,0,27.293561828
A130096G17Rik,0,0,0,0,31.919061469
A230046K03Rik,0,17.639213357,15.415941463,0,0
A230050P20Rik,0,13.853753157,24.007609539,0,0
A230056P14Rik,0,0,0,0,-10.52815253
A230057D06Rik,0,-16.16161117,-19.00069469,0,0
A230072C01Rik,0,1.53316819,0,0,0
A330021E22Rik,-14.10875025,11.110976394,0,0,-11.29320096
A330076H08Rik,0,0,-24.42770027,-17.17952219,0
A430035B10Rik,0,0,-11.80969418,-20.37824784,-15.83047842
A430046D13Rik,0,0,-17.18626894,0,0
A430084P05Rik,0,27.892738245,60.666448731,46.951733429,36.813700467
A430093F15Rik,0,0,0,0,77.124328584
A430107O13Rik,0,0,-26.4184824,-15.82785841,-12.86162419
A430108G06Rik,0,0,0,0,-11.81662341
A530020G20Rik,0,-19.96178295,-19.83763877,-22.77537567,-9.500444182
A530032D15Rik,0,28.491989337,62.511128619,36.641088729,28.103950571
A530054K11Rik,-12.23169771,0,0,0,0
A530064D06Rik,0,31.152314551,55.827792646,25.798701,0
A530088E08Rik,0,0,0,0,18.336059425
A530099J19Rik,0,0,0,-17.04668249,0
A630001G21Rik,13.893056807,0,0,0,0
A630005I04Rik,11.058179293,0,0,2.43542715,18.589960793
A630012P03Rik,0,-16.50851569,-8.950378432,0,0
A630033H20Rik,0,0,0,10.105019385,15.946804206
A630081D01Rik,0,0,9.8872611901,0,31.341413008
A730008H23Rik,0,0,0,0,3.6868258954
A730009E18Rik,0,0,-14.97062788,-25.80927339,-17.25595872
A730027B03Rik,-13.96850939,0,0,0,0
A730049H05Rik,0,16.265714376,27.618592803,0,0
A730054J21Rik,0,0,-31.79172321,-15.73120406,0
A830005F24Rik,0,0,0,0,18.440726923
A830007P12Rik,-9.518153022,0,0,0,0
A830010M20Rik,0,-0.990925227,0,0,0
A830080D01Rik,11.186282932,18.486477093,0,0,0
A830091E24,13.893056807,0,0,0,23.038575619
A930001A20Rik,0,0,0,-34.04775552,0
A930001N09Rik,0,0,0,-10.66523547,-15.69998924
A930003A15Rik,0,0,0,0,22.715071537
A930004D18Rik,0,0,-15.04627656,0,0
A930005I04Rik,0,15.578834233,0,0,0
A930009E08Rik,0,-8.595797913,0,0,0
A930018M24Rik,0,-12.56245291,-20.60570752,-15.93562174,0
A_51_P114236,-10.08353198,0,0,-17.30025444,-12.93161838
A_51_P114407,-9.518153022,0,0,0,0
A_51_P131266,0,0,-9.840088236,0,0
A_51_P144143,0,26.635728739,25.959772279,19.876411888,13.70531989
A_51_P172241,12.23169771,0,0,-15.16849556,-18.78494955
A_51_P174350,-16.34884512,0,0,0,0
A_51_P178411,0,0,36.741275355,55.323451848,33.256004693
A_51_P182813,-16.17777433,0,0,0,0
A_51_P201445,-14.72762726,0,0,0,0
A_51_P208263,0,0,-8.215087775,0,0
A_51_P241715,0,11.554995976,13.824901945,0,0
A_51_P257640,0,0,0,10.760349895,8.161532234
A_51_P295037,0,0,0,10.180074046,9.4218569351
A_51_P302550,0,0,10.327874028,11.365577297,19.446004702
A_51_P305138,0,0,-27.8127306,-29.42292439,-32.34507182
A_51_P315849,-24.73775313,0,0,0,0
A_51_P346472,0,-2.066929305,0,0,-10.65114551
A_51_P350172,0,0,-9.933887844,0,0
A_51_P350378,0,0,-10.75781502,-9.372037011,0
A_51_P363275,0,-1.628143297,0,0,-10.99558414
A_51_P402908,0,13.551798275,13.633489903,20.915356007,0
A_51_P410404,-9.56524068,0,0,0,0
A_51_P426986,0,-1.391841753,0,0,0
A_51_P439836,0,0,0,-14.92775236,0
A_51_P460622,-13.61144232,0,0,0,0
A_51_P482490,0,-2.688161019,0,0,0
A_51_P516033,0,0,0,0,-11.08075051
A_52_P5263,12.23169771,23.199942715,38.976737954,0,0
A_52_P6621,0,0,10.050413027,15.507827534,0
A_52_P12023,0,0,-9.268268894,0,0
A_52_P12144,0,-21.12814054,0,0,0
A_52_P13337,0,12.194720535,0,0,0
A_52_P17446,0,0,-8.807820794,0,0
A_52_P18596,0,0,0,13.644436456,18.180000529
A_52_P20211,-14.37128502,0,0,0,0
A_52_P25357,-8.95518111,-20.256704,-28.65934137,-40.63764655,-30.02108154
A_52_P25932,0,0,0,38.166597795,73.766736111
A_52_P30803,0,0,0,-15.29102287,-12.06323044
A_52_P36261,0,37.224125595,53.651909721,0,0
A_52_P36591,0,0,0,61.334852548,93.625412781
A_52_P37431,0,0,-11.22249172,0,0
A_52_P44534,-14.56112761,0,0,0,0
A_52_P49453,0,0,0,0,-12.18809899
A_52_P52311,0,0,0,-9.256527406,0
A_52_P54976,11.058179293,0,0,0,0
A_52_P55489,0.5465098967,0,0,13.768599276,19.029565069
A_52_P57582,0,9.3895292587,33.972806138,34.932052388,0
A_52_P58930,-10.61003455,0,0,0,0
A_52_P61505,10.610034547,0,0,0,0
A_52_P68440,-31.64745054,0,0,0,0
A_52_P68558,0,0,0,-8.236425535,0
A_52_P71146,-10.90208186,0,0,0,0
A_52_P72186,-16.05992278,0,0,0,0
A_52_P72354,0,0,10.537566866,0,0
A_52_P76196,0,0,0,0,10.497442743
A_52_P80305,0,0,0,13.573313042,11.968053719
A_52_P82765,0,0,0,0,-10.57250666
A_52_P87395,23.105028702,0,0,0,0
A_52_P88296,-15.57399517,0,0,0,0
A_52_P89683,0,0,0,13.966743884,19.053115735
A_52_P92568,15.764913608,0,0,0,0
A_52_P95150,0,13.372120101,34.119824575,0,0
A_52_P96360,0,-11.3581987,0,-7.285735807,0
A_52_P98124,-16.26301855,0,0,0,0
A_52_P98160,0,0,0,0,-11.84214356
A_52_P99082,0,0,0,0,-31.58454512
A_52_P103319,0,0,0,-13.96342148,-15.03274574
A_52_P103628,0,0,7.7142578533,11.44829487,0
A_52_P104444,-16.64868609,0,0,0,0
A_52_P105928,0,0,0,-8.644694648,0
A_52_P112443,-11.8835413,0,44.087596857,0,0
A_52_P113916,-14.84093486,0,0,0,0
A_52_P113950,0,0,0,19.484264343,0
A_52_P119721,0,40.287512591,0,0,0
A_52_P121978,0,0,-6.375794806,0,-15.24272665
A_52_P135398,0,0,0,0,15.205529422
A_52_P135873,41.273596868,17.339749507,17.270089954,0,0
A_52_P139248,12.559847675,0,0,0,0
A_52_P143357,0,-9.636035999,0,-9.695418213,-21.39546664
A_52_P146457,-14.23892923,0,0,0,0
A_52_P146504,-15.70075615,0,0,0,0
A_52_P151780,0,0,0,0,-9.73060182
A_52_P154311,0,-4.947285341,0,-7.798296203,0
A_52_P154434,0,-5.010188261,0,0,0
A_52_P157880,-12.57007819,0,0,10.715322427,0
A_52_P158095,0,0,0,0,-23.23897835
A_52_P160095,10.871361355,0,0,0,0
A_52_P167511,0,13.305583147,0,0,0
A_52_P170573,10.610034547,0,0,0,0
A_52_P173226,-16.59497637,0,0,-55.04479497,0
A_52_P175748,0,0,0,-11.96843589,0
A_52_P175852,0,0,9.4557717247,0,0
A_52_P178298,0,0,-13.59413408,0,0
A_52_P179599,0,26.636112813,0,0,0
A_52_P181158,-11.05817929,0,0,0,0
A_52_P182118,0,11.827821215,42.278198253,30.617220635,19.895908114
A_52_P186352,-13.9558771,0,0,0,0
A_52_P186362,0,-5.949096291,0,-14.41242101,-27.60736603
A_52_P186485,0,0,18.036837369,0,0
A_52_P189256,0,-2.675151059,0,0,0
A_52_P189338,8.5772709183,0,0,0,0
A_52_P190270,-3.303826847,0,0,0,0
A_52_P197179,-15.84585156,0,0,0,0
A_52_P199922,0,0,0,0,8.0601725149
A_52_P200925,0,0,0,14.631720753,21.581104347
A_52_P207654,-16.63074426,0,0,0,0
A_52_P213220,0,0,-10.63174851,0,0
A_52_P214241,-15.34203534,0,0,0,0
A_52_P218590,0,0,0,0,10.950760924
A_52_P218883,-16.61284106,0,0,0,0
A_52_P221024,0,0,0,17.280509459,19.397282843
A_52_P221057,0,1.1429145217,-12.91224295,0,-9.234046361
A_52_P223838,0,0,0,8.8507582653,14.889899627
A_52_P226407,0,4.2910559447,-13.93305098,-32.27473892,-29.3279914
A_52_P229210,0,0,0,19.132900807,24.335466013
A_52_P229411,-15.6761757,0,0,0,0
A_52_P229471,0,-8.093985666,0,-9.934664001,0
A_52_P232314,0,0,0,15.991518462,15.460913925
A_52_P238492,-15.66887284,0,0,0,0
A_52_P245911,0,23.982368727,28.803178686,0,0
A_52_P247974,0,-1.978462003,0,0,0
A_52_P249322,-15.66887284,0,0,0,0
A_52_P250664,13.025921583,0,0,0,0
A_52_P256421,0,-3.902198922,-14.83254757,-10.96455027,-9.379028042
A_52_P259126,-13.09222688,0,0,0,0
A_52_P264458,0,-9.237881044,0,0,0
A_52_P266770,0,0,0,11.009881059,0
A_52_P272054,-12.23169771,0,0,18.692273445,24.144055532
A_52_P273438,0,0,0,0,8.5175842933
A_52_P275106,0,-6.882959139,0,0,0
A_52_P285722,0,0,0,0,40.033787462
A_52_P302147,0,0,0,0,-15.52265215
A_52_P304419,0,0,-9.062119698,0,0
A_52_P309642,-27.41853256,0,0,0,0
A_52_P313570,0,0,0,0,10.365808868
A_52_P315236,-11.819828,0,0,0,0
A_52_P315423,0,20.0139869,43.557943354,0,0
A_52_P318053,0,0,0,0,-8.334971734
A_52_P318073,0,0,0,45.878613847,92.420283377
A_52_P320301,-10.03774191,0,0,0,0
A_52_P320553,30.509807703,0,0,0,-9.510230797
A_52_P322927,0,15.347511981,16.162556179,0,18.943862307
A_52_P322976,-15.87845992,0,0,0,0
A_52_P324448,-26.47575375,0,-13.59418004,0,0
A_52_P325755,0,-9.010256301,0,0,-12.31214552
A_52_P325797,0,0,12.164829505,12.437862626,12.223444643
A_52_P327054,0,0,0,0,-35.61022822
A_52_P327070,0,0,0,0,-11.07808044
A_52_P328621,0,-10.56033308,-16.6503576,-22.59573509,-17.04983301
A_52_P334259,0,25.103756931,47.078524553,0,0
A_52_P336685,0,0,0,0,14.522805981
A_52_P336768,0,0.4897252067,0,0,0
A_52_P337716,-22.0181375,0,0,12.570148165,7.9907638153
A_52_P339422,12.993222735,20.311105827,23.0380448,0,0
A_52_P342015,0,-11.24042329,-21.49482692,-14.00228457,-17.57907814
A_52_P343293,0,0,0,0,-16.98300665
A_52_P345840,0,0,0,0,6.6975487265
A_52_P348522,-13.76909774,0,0,0,0
A_52_P351021,-12.12597432,0,0,0,0
A_52_P351116,0,0,0,34.600229694,35.359747889
A_52_P351205,-15.86213898,0,0,0,0
A_52_P355480,15.342035335,0,0,0,0
A_52_P356562,0,0,9.1010871353,0,0
A_52_P367384,18.511598018,0,0,0,0
A_52_P368690,0,30.957556769,38.485954361,0,35.613102639
A_52_P374383,0,0,0,0,-9.897591157
A_52_P374676,0.2250202117,0,0,0,0
A_52_P375351,0,0,-12.58625368,0,0
A_52_P377947,11.058179293,-2.363735486,0,0,0
A_52_P378084,-12.85254532,0,0,0,0
A_52_P379375,-13.9558771,0,0,0,0
A_52_P382410,15.91120276,0,0,0,0
A_52_P390030,10.083531978,0,0,0,0
A_52_P390448,0,-14.42182806,-26.14421551,-17.57597945,-10.63003593
A_52_P390700,0,0,0,0,14.976208805
A_52_P395508,0,0,0,17.524339217,23.391041447
A_52_P395528,13.539788022,0,0,0,0
A_52_P399536,0,0,15.974988598,14.802363292,0
A_52_P399604,0,0,0,0,32.053067663
A_52_P403527,-15.02855425,0,0,0,0
A_52_P403806,-14.37128502,0,0,0,0
A_52_P404979,-13.9558771,0,0,0,0
A_52_P406216,0,3.1597543413,21.147497245,11.264746836,16.422813264
A_52_P406449,-29.69641819,0,-38.35930996,-47.91321547,-16.40167784
A_52_P410334,0,4.24883194,0,11.078139494,0
A_52_P411667,0,0,-10.90344215,-13.85436666,-14.1753317
A_52_P419879,0,0,0,-13.14009862,0
A_52_P425254,0,0,0,10.665328696,0
A_52_P425662,0,-13.10593696,0,0,0
A_52_P427759,-11.8835413,0,0,0,0
A_52_P429077,-11.819828,0,0,0,0
A_52_P430577,-12.23169771,0,0,-11.2543963,0
A_52_P430834,-2.67535576,0,0,0,0
A_52_P432937,0,0,0,20.521892481,26.379048561
A_52_P437084,0,0,0,11.499422082,12.386759747
A_52_P444253,-12.57007819,0,0,0,0
A_52_P457376,14.883876,22.47406727,27.402334232,40.520566515,50.701749787
A_52_P460050,0,0,0,0,-29.14164751
A_52_P462669,0,10.308774207,9.5520432389,0,0
A_52_P462986,-16.21176455,0,0,0,0
A_52_P465129,0,28.821298345,31.21226439,47.573961161,0
A_52_P465521,0,0,12.909719179,9.4050031208,11.784684915
A_52_P465669,0,23.247705038,38.872802918,0,0
A_52_P473509,-22.47605055,0,0,0,0
A_52_P474368,7.0989047817,0,0,0,0
A_52_P474528,31.537801075,37.810920412,37.598005898,0,0
A_52_P478935,0,0,0,0,25.679891437
A_52_P479961,0,0,-12.38523289,0,0
A_52_P481320,-20.98478679,0,0,12.276130431,0
A_52_P481829,-15.66887284,0,0,0,0
A_52_P483983,-15.91120276,0,0,0,0
A_52_P489495,0,-9.793672413,0,0,0
A_52_P492189,0,0,20.306386993,16.746675788,0
A_52_P497388,-13.36412428,0,0,0,0
A_52_P497715,-12.85254532,0,0,0,0
A_52_P498743,-13.09222688,0,0,0,0
A_52_P500587,0,0,0,0,10.629356936
A_52_P503208,25.571605567,0,0,0,0
A_52_P505684,-21.99858179,0,0,0,0
A_52_P510790,0,38.754234489,62.566221327,35.270144075,23.849525955
A_52_P511243,0,0,29.148029255,0,0
A_52_P513624,0,0,0,0,20.904455059
A_52_P517447,-15.02855425,0,0,0,0
A_52_P517668,0,0,0,-17.81379124,0
A_52_P520161,19.036306043,0,0,14.581356598,16.336893263
A_52_P521607,0,0,0,0,24.167823531
A_52_P522860,-11.41787125,0,0,0,0
A_52_P528312,0,0,0,0,-13.81945085
A_52_P529841,0,0,0,-14.5923787,-16.96074584
A_52_P532370,0,0,0,18.449533144,16.766906641
A_52_P532464,-9.135323372,0,0,0,0
A_52_P532880,0,0,0,6.9306991163,0
A_52_P533673,0,0,0,28.608290276,43.257733763
A_52_P536241,10.494721155,0,0,0,0
A_52_P536293,0,0,-10.74358864,0,0
A_52_P538240,0,0,-9.713749631,0,0
A_52_P549754,0,0,-13.89207609,0,-10.21316558
A_52_P551154,0,0,0,0,20.601951854
A_52_P552289,-25.22492045,0,0,0,0
A_52_P553749,-16.09341908,0,0,0,0
A_52_P553799,0,0,0,16.880613847,21.115250191
A_52_P555079,9.1353233717,0,0,0,0
A_52_P555089,0,0,0,18.572685204,26.194132425
A_52_P556804,9.5181530217,0,0,0,0
A_52_P564663,0,0,0,0,-8.885234901
A_52_P564962,0,5.4158970477,0,0,0
A_52_P565015,0,23.559089807,41.572617734,0,0
A_52_P567505,10.610034547,0,0,0,0
A_52_P575797,0,27.039107291,0,0,0
A_52_P577992,0,25.59893836,45.997082605,39.611214094,0
A_52_P579258,0,0,0,0,7.7975117613
A_52_P583433,0,6.473637784,0,0,0
A_52_P583777,0,0,0,0,8.8854514417
A_52_P586391,0,0,-14.75240539,-22.54691335,-16.84124192
A_52_P597002,12.863258418,0,0,-16.15976738,-15.80366362
A_52_P597277,0,0,14.087413028,0,0
A_52_P600087,0,0,0,7.5986311138,0
A_52_P600750,34.13919777,0,0,0,0
A_52_P600824,0,0,0,14.928081626,19.350599467
A_52_P611557,0,0,0,-9.952767243,-16.62802158
A_52_P613087,0,0,-13.11533092,-13.83506823,-19.52391682
A_52_P613977,0,0,-7.971136142,0,0
A_52_P618417,0,0,0,0,25.420165177
A_52_P618671,0,0,0,0,-9.358712725
A_52_P622197,0,0,0,15.383519375,12.630072383
A_52_P624757,-14.941251,0,0,0,0
A_52_P624969,0,0,-8.888786773,-12.0913053,0
A_52_P626329,0,0,0,-10.35428419,-12.62600046
A_52_P627677,0,0,0,10.529005702,0
A_52_P631613,0,0,-14.57429267,0,0
A_52_P634607,0,-9.695228679,-8.837167199,0,0
A_52_P635608,0,0,0,0,17.233182871
A_52_P637210,0,-3.655471503,0,0,0
A_52_P642501,0,2.4551645613,-11.69785046,-12.59595186,-7.790206292
A_52_P645122,0,0,0,0,30.368325989
A_52_P645432,0,0,0,10.862965995,16.570689465
A_52_P653054,12.478786063,65.436969903,83.691374781,69.023258913,42.036977018
A_52_P653367,0,0,-8.122947913,0,0
A_52_P654437,-13.44563125,0,0,14.419773226,19.63462918
A_52_P657123,-12.23169771,0,0,20.032311791,33.047031716
A_52_P662562,0,-12.39180927,-20.8656937,-16.21769391,-23.37124215
A_52_P663937,-9.518153022,0,0,0,0
A_52_P664965,-16.38355877,0,0,0,0
A_52_P665202,0,0,0,0,10.118648882
A_52_P667157,0,4.0788447593,0,0,0
A_52_P669485,0,0,0,-12.9248589,0
A_52_P669510,0,0,13.71003307,23.319878047,0
A_52_P670399,0,0,0,0,-22.31980367
A_52_P672076,0,10.600483947,0,0,0
A_52_P700200,0,0,0,-21.43007264,-18.05033209
A_52_P708886,0,0,0,0,24.841070866
A_52_P716675,0,0,0,17.719183157,23.559626136
A_52_P724737,0,-11.75462463,0,0,0
A_52_P732508,27.546784315,0,0,0,0
A_52_P748402,0,0,-9.566340182,-15.56324835,-14.04035601
A_52_P748461,12.863258418,27.936939297,0,0,0
A_52_P756306,0,0,0,-8.333486989,0
A_52_P764117,-36.67101743,-24.51214081,-28.78019593,-35.57243429,-37.34398353
A_52_P764477,45.743796557,33.790997737,36.013531978,0,17.898959412
A_52_P771912,0,-4.908511122,0,0,0
A_52_P796069,0,0,0,0,-9.251852343
A_52_P796271,33.988961695,0,0,-9.382229283,0
A_52_P820064,0,15.121320697,14.161427122,0,0
A_52_P836776,0,0,0,0,-9.952365537
A_52_P852754,0,0,0,-11.8529574,-15.61352648
A_52_P876692,0,0,-10.45746858,0,0
A_52_P876850,7.0989047817,0,0,0,0
A_52_P893105,0,-10.80888912,0,0,0
A_52_P973470,0,42.821794495,49.525083243,14.139554461,0
A_52_P981179,0,34.916538483,48.778720325,17.438867306,0
A_52_P1021640,0,0,0,0,9.4168557075
A_52_P1029186,0,13.612466773,0,0,0
A_52_P1037106,0,0,0,13.554018309,19.607729396
A_52_P1053544,0,0,0,-11.30055532,-11.23858785
A_52_P1077075,0,0,0,0,8.7609896993
A_52_P1093579,0,0,0,-15.9893137,-31.76160546
A_52_P1173559,0,28.648912747,51.044705538,22.235358753,20.021104706
A_52_P1197518,-12.86325842,0,0,0,0
AA960436,0,0,26.079430566,0,0
AA986860,0,23.605488965,18.345943245,0,0
AA987161,-9.135323372,0,0,0,0
Aaas,0,-5.685668048,0,0,17.604472124
Aacs,0,-5.78521085,0,0,0
Aadac,0,0,0,0,48.384351689
Aard,0,0,-32.96514549,-18.82667978,0
Aars,30.622441737,0,23.561022626,12.366446809,0
Aasdh,0,-9.333419238,0,0,0
Aasdhppt,0,-1.404378296,0,-2.094635802,-9.22263058
Aass,0,-29.7327186,-49.0897454,-61.33121595,-53.09011783
Aatk,0,-9.80971118,0,0,-12.44528282
AB010352,-2.852628822,0,0,0,0
AB041803,0,0,-12.64617229,-28.87245664,-29.49262043
Abat,0,0,-12.72569489,-13.7725259,-13.18472596
Abca1,0,-7.455505313,-29.62957752,0,0
Abca2,0,0,-18.06502265,0,0
Abca3,-22.0181375,-37.01465811,-30.99529519,-25.65982645,-25.71886257
Abca5,0,-4.799157846,-34.28599162,-37.35522165,-18.57792505
Abca6,0,-1.864510854,-16.23821709,0,0
Abca8a,0,-18.72718077,-44.75066907,-19.07963832,-28.3996853
Abca8b,0,-7.802311922,0,0,-12.10632629
Abca9,0,-12.25441311,-26.71349292,0,0
Abcb1a,0,0,0,0,-11.1676215
Abcb1b,0,14.068686352,16.16543333,9.4820361778,11.306603707
Abcb6,0,-1.666137926,0,0,0
Abcb7,0,0,0,7.2848488428,10.662689214
Abcb9,0,-7.941447804,-14.34612061,-10.12375312,0
Abcb10,-10.03774191,1.7065907871,0,0,-7.91415275
Abcc1,0,7.80162637,0,0,0
Abcc3,0,-17.34725384,-15.33357764,0,0
Abcc5,0,0,2.0623668153,0,0
Abcc9,0,0,-19.63890621,0,-9.109740625
Abcd2,0,-1.776872466,-9.371483972,0,0
Abcd3,0,-7.430415391,-17.30434733,-26.26624474,-16.94933362
Abcd4,0,-11.13234317,0,0,0
Abcf2,15.10209013,0,0,0,0
Abcf3,0,0,0,-17.85840762,-11.03643848
Abcg2,0,-4.941580642,0,0,-6.794738259
Abcg5,0,0,0,-15.65479392,0
Abhd1,-12.66290832,0,0,0,0
Abhd2,0,0,11.409656991,16.357157499,0
Abhd3,0,0,0,0,-9.889993224
Abhd4,0,-8.871998443,-15.30130931,0,-10.68939363
Abhd5,0,-7.892385716,0,-0.664571588,0
Abhd8,0,14.813188143,18.303891477,8.0138010446,22.365899483
Abhd10,0,11.436920055,0,0,0
Abhd13,0,4.327939534,0,0,0
Abhd14b,9.5181530217,-20.68389739,-27.24760063,-22.31132235,-18.4939573
Abhd15,0,0,0,19.378761766,0
Abi1,8.5725062583,0,0,0,0
Abi2,-12.12597432,-11.56176114,-19.16128396,0,0
Abi3,0,0,18.567302858,0,0
Abi3bp,0,0,-38.38459577,-28.57599969,-33.94442083
Abl1,0,-9.75489689,0,0,0
Abl2,0,-8.172318544,9.1449696637,0,0
Ablim1,26.80440256,-6.146767399,-9.203482222,-8.051992148,0
Ablim2,0,0,0,-15.08500273,-17.20903099
Ablim3,-9.135323372,0,-23.28231782,0,0
Abp1,-13.36412428,0,29.151408307,16.198992625,0
Abra,0,0,0,0,-17.16155275
Abtb1,13.611442323,0,-13.15226992,0,0
Abtb2,0,33.248636375,50.326818337,21.051726487,18.65543655
Acaa1b,0,0,0,0,-8.889938659
Acaa2,0,-15.40717171,-20.93403629,0,-11.61361642
Acaca,0,-16.58149594,-19.23008776,-19.32925579,-12.37330763
Acacb,0,0,-14.19883429,-10.01472267,-14.95029642
Acad9,0,-7.184662853,0,0,0
Acad10,0,-7.098991732,-12.95118641,0,0
Acad11,0,-2.090009418,-11.66307079,0,0
Acad12,0,-11.54567818,-13.16495621,0,-15.85346827
Acadl,0,0,9.7387297173,0,0
Acadm,0,-10.87020235,-17.42672592,-11.08656693,-11.48060105
Acap1,0,0,-10.86015593,0,32.297601348
Acap2,11.676895627,-1.93865154,0,0,-11.1137276
Acat1,-10.03774191,0,0,0,0
Acat3,0,-0.743857746,0,0,-9.350160405
Acbd4,0,-10.14350941,-16.70516755,-26.04748598,-18.72134011
Acbd5,23.485015437,9.1763040308,-2.117651605,0,0
Acbd7,0,0,0,-16.88214977,0
Accs,0,0,0,0,8.2075723805
Ace,24.462760663,-0.871160903,0,0,0
Ace2,-13.76909774,-18.63643461,-38.73867008,-35.63040929,-29.16145818
Acer2,14.588658193,12.38622036,-8.465033586,0,-29.37975124
Acer3,0,11.983034668,22.122087092,18.581806516,0
Acin1,31.59081228,6.29982931,0,0,0
Acly,0,-0.398995206,0,-14.51373487,0
Acnat1,0,0,-8.958113691,-27.40620191,-29.30035176
Aco1,0,-12.06739649,0,0,0
Aco2,-10.87136136,0,0,0,0
Acot1,0,0,0,-14.80426219,-28.26157341
Acot2,0,5.5551649807,0,0,0
Acot6,0,-17.14632055,-18.4179733,0,-22.91601606
Acot7,0,-13.03730316,0,0,0
Acot9,0,0,12.320770842,0,0
Acot10,0,0,12.7453804,0,0
Acot11,0,-1.105458895,0,0,0
Acot13,0,0,-19.88608405,0,0
Acox1,0,-9.872532637,-10.83754995,-8.829172796,-12.21400487
Acoxl,0,-2.786111913,-38.92490263,-46.52800543,-40.05671508
Acp1,0,0,0,8.4452797328,0
Acp2,0,0,35.268381122,28.115233277,23.826941178
Acp5,0,0,15.809464102,21.852578093,27.925554919
Acp6,0,-12.41326323,-16.54998085,0,0
Acpl2,0,-12.80340679,-12.38742343,0,0
Acr,10.494721155,0,0,0,0
Acrbp,0,0,0,-22.56565214,-13.55928317
Acsbg1,0,0,0,0,65.054977755
Acsl1,-14.08299957,-10.89105202,0,-14.73483854,-13.32761977
Acsl4,0,-10.17517282,0,0,0
Acsm1,0,0,0,12.376681023,0
Acss1,0,-21.78302782,-32.04918958,-42.17014077,-23.17858554
Acss2,0,-9.956746469,-17.16306457,-21.237571,-15.26366567
Acss3,0,-2.725105991,0,0,0
Acta2,13.599447318,0,0,0.1141326899,-11.12099081
Actb,-11.67689563,0,0,0,0
Actc1,-14.84093486,0,0,0,0
Actg2,-8.09619576,0,0,0,0
Actl6a,-12.45863732,0,0,0,0
Actl6b,0,22.126047864,0,0,0
Actn1,0,0,17.594873771,16.737767903,0
Actr1a,9.56524068,0,0,0,0
Actr1b,-11.18628293,0,0,0,0
Actr2,0,-2.986695953,0,0,0
Actr3,0,0,0,7.8706367905,15.169946141
Actr8,0,-6.873561502,0,0,0
Acvr1b,12.125974322,4.9770357,0,0,0
Acvr1c,0,0,0,0,-22.63384256
Acvr2a,0,-10.63424278,0,0,0
Acvr2b,0,0,-13.55685057,-16.83851647,-18.27560903
Acvrl1,0,0,0,-13.35964784,-30.5046771
Acy3,8.09619576,-2.086641413,-9.964615838,0,0
Acyp1,0,0,-14.34522388,0,0
Ada,0,8.3696822887,25.726384814,29.610730543,30.079389841
Adal,10.03774191,0,0,0,0
Adam1a,0,0,0,-8.463712047,-9.411161528
Adam3,0,0,0,0,-14.05872756
Adam5,0,0,-25.52666857,0,0
Adam8,-10.61003455,11.483470147,29.569572919,27.808009584,0
Adam10,16.280175305,-11.29502745,0,0,10.310765565
Adam11,0,0,0,0,20.796594967
Adam15,15.10209013,0,0,15.046574817,0
Adam17,0,0,0,0,15.856293829
Adam18,-23.88198009,0,0,0,0
Adam19,0,-10.30911291,-11.06685523,0,13.657568328
Adam23,0,0,-18.74556807,-9.066680077,-0.268703866
Adam28,0,1.3480749025,0,-16.86495457,-19.75191923
Adam30,0,18.543046266,0,0,0
Adam33,-11.819828,-6.775578168,0,-20.73292086,-26.7036277
Adamts2,-13.96850939,0,6.3901312404,23.416263813,40.473417426
Adamts3,0,17.563524508,18.734160187,17.987688235,0
Adamts4,0,0,30.896492748,0,0
Adamts5,0,-18.39095,-10.22379764,0,0
Adamts6,0,21.653435228,25.091760826,0,0
Adamts7,-13.84320631,0,0,0,17.854482663
Adamts8,0,0,-6.375207052,-9.935419343,0
Adamts9,13.364124275,-3.609190873,25.086033216,21.187190906,0
Adamts10,0,-13.35382294,-28.04505821,-17.36807296,-11.10698275
Adamts12,0,0,0,21.428958,23.116695055
Adamts15,0,0,0,10.398345261,0
Adamtsl2,24.84896378,0,0,0,0
Adamtsl3,0,-1.865091877,0,0,0
Adamtsl4,-9.518153022,9.290662718,0,0,0
Adamtsl5,0,-7.952862556,-11.74471055,-2.139377462,-20.23969746
Adap1,0,0,25.078610216,21.789196262,23.593787866
Adap2,0,15.362075841,27.165009629,0,0
Adar,0,42.405538949,74.725565724,48.690167165,22.108145279
Adarb1,1.1485410217,-19.58483696,-19.49621127,-9.675767717,-14.50639112
Adat2,0,0,0,20.066404603,17.988388665
Adc,0,-15.37652883,-9.90978321,-15.9897551,0
Adck2,9.9987201633,0,0,0,0
Adck3,0,-7.868347077,-25.3894147,-19.4695693,-19.96287521
Adcy2,12.570078187,0,-10.21030509,0,0
Adcy4,24.206510847,0,0,0,-14.79134924
Adcy5,0,0,-7.795307562,0,0
Adcy7,14.317950128,-17.28878989,-6.720286918,0,0
Adcy8,0,0,0,0,-29.28767181
Adcy9,0,0,-13.12622793,-16.36410575,-17.79930105
Add1,0,-9.794317135,-9.427836501,0,-6.987346638
Add3,0,-5.427977792,-17.45575872,0,-12.02341123
Adh1,0,-21.36169844,-35.1683902,0,0
